seed,regime,output,fixed_var,fixed_value,repeat,method,n_train,n_test,rmse,mae,r2
52,noise_free,Output1,X1,1.0,22,rbf,9,3,0.03318044946912277,0.029144141658339857,0.9983242208729516
52,noise_free,Output1,X1,1.0,23,rbf,9,3,0.045038127932559416,0.034070895269446067,0.99671806771464
52,noise_free,Output1,X1,1.0,24,cubic,9,3,0.008816945929793056,0.00721738017442064,0.9996345601760871
52,noise_free,Output1,X1,1.0,24,rbf,9,3,0.012777870388226144,0.01139345980238445,0.9992324680282897
52,noise_free,Output1,X1,1.0,25,rbf,9,3,0.041181054249874956,0.04024134421308186,0.9977830785645622
52,noise_free,Output1,X1,1.0,26,rbf,9,3,0.07657478077785915,0.05664761875742282,0.9844014407191302
52,noise_free,Output1,X1,1.0,27,rbf,9,3,0.0456655993263305,0.038142258972282295,0.989669025503713
52,noise_free,Output1,X1,1.0,28,rbf,9,3,0.046396459581604904,0.045054811120502324,0.9963420620671394
52,noise_free,Output1,X1,1.0,29,rbf,9,3,0.07718487780305193,0.07432445870016254,0.9655315761229116
52,noise_free,Output1,X1,1.0,30,rbf,9,3,0.015802404959628254,0.014789043055156714,0.9982767491252622
52,noise_free,Output1,X1,1.0,31,rbf,9,3,0.05209329994172071,0.05025013631117348,0.9941462268032084
52,noise_free,Output1,X1,1.0,32,cubic,9,3,0.023153109151314702,0.019050104313423022,0.9978303056857297
52,noise_free,Output1,X1,1.0,32,rbf,9,3,0.011669295670056727,0.010224956966564447,0.999448850775933
52,noise_free,Output1,X1,1.0,33,rbf,9,3,0.025895139968127513,0.023098067449571918,0.9875142067161463
52,noise_free,Output1,X1,1.0,34,rbf,9,3,0.015289395563536954,0.014188831179072695,0.9986458549462401
52,noise_free,Output1,X1,1.0,35,rbf,9,3,0.018979989789488443,0.015981927208335394,0.9980276890989118
52,noise_free,Output1,X1,1.0,36,rbf,9,3,0.04113554379574657,0.03105403915086961,0.9940730207006705
52,noise_free,Output1,X1,1.0,37,rbf,9,3,0.07648948918407959,0.05805165107489282,0.992351805871708
52,noise_free,Output1,X1,1.0,38,rbf,9,3,0.026441350671645686,0.023727961463018216,0.9640460633508074
52,noise_free,Output1,X1,1.0,39,rbf,9,3,0.033476405729990014,0.028787466384158855,0.9985350155085907
52,noise_free,Output1,X1,1.3333333333333333,0,cubic,9,3,0.0005018457947615759,0.0003624565805194398,0.9999994567337427
52,noise_free,Output1,X1,1.3333333333333333,0,rbf,9,3,0.016125943352017964,0.015952082612478897,0.9994390522471502
52,noise_free,Output1,X1,1.3333333333333333,1,rbf,9,3,0.018979989789490923,0.01598192720833813,0.9980276890989113
52,noise_free,Output1,X1,1.3333333333333333,2,cubic,9,3,0.015897648151155266,0.010483445726261476,0.9994418174508153
52,noise_free,Output1,X1,1.3333333333333333,2,rbf,9,3,0.020130914379097694,0.01888235784582119,0.9991049701979771
52,noise_free,Output1,X1,1.3333333333333333,3,rbf,9,3,0.035287059574517804,0.02484050451762328,0.9949602284115953
52,noise_free,Output1,X1,1.3333333333333333,4,rbf,9,3,0.01035901601751557,0.008907984146423095,0.9996877842023155
52,noise_free,Output1,X1,1.3333333333333333,5,rbf,9,3,0.029891616170962705,0.02976304568776274,0.9938317056339261
52,noise_free,Output1,X1,1.3333333333333333,6,rbf,9,3,0.043613595882252915,0.037848159123805125,0.9984271089014893
52,noise_free,Output1,X1,1.3333333333333333,7,rbf,9,3,0.033180449469120146,0.029144141658337414,0.9983242208729519
52,noise_free,Output1,X1,1.3333333333333333,8,rbf,9,3,0.025888177485140232,0.0240183830685603,0.9912106207490186
52,noise_free,Output1,X1,1.3333333333333333,9,rbf,9,3,0.03642962708336918,0.03302814125538944,0.9987493975223398
52,noise_free,Output1,X1,1.3333333333333333,10,rbf,9,3,0.03761300313855379,0.030516641368175595,0.9984506523916431
52,noise_free,Output1,X1,1.3333333333333333,11,rbf,9,3,0.01035901601751788,0.008907984146426351,0.9996877842023153
52,noise_free,Output1,X1,1.3333333333333333,12,rbf,9,3,0.010522490679725122,0.00885528195402685,0.9994604326151401
52,noise_free,Output1,X1,1.3333333333333333,13,rbf,9,3,0.12331402064349861,0.10904958828086997,0.9120204169522513
52,noise_free,Output1,X1,1.3333333333333333,14,cubic,9,3,0.015884861246134235,0.009993973586769714,0.9987703671927995
52,noise_free,Output1,X1,1.3333333333333333,14,rbf,9,3,0.010238913259033026,0.009705909858906292,0.9994891230385039
52,noise_free,Output1,X1,1.3333333333333333,15,rbf,9,3,0.014675857743282388,0.014283248708381565,0.9889332176058818
52,noise_free,Output1,X1,1.3333333333333333,16,rbf,9,3,0.0936149492479143,0.07099814676551963,0.9885436626420094
52,noise_free,Output1,X1,1.3333333333333333,17,rbf,9,3,0.05504192020644605,0.04517223555263398,0.973903779262055
52,noise_free,Output1,X1,1.3333333333333333,18,rbf,9,3,0.024752457108989854,0.024108258143674306,0.9980895046246223
52,noise_free,Output1,X1,1.3333333333333333,19,cubic,9,3,0.0006904642471977367,0.0005966998552796218,0.9999965289702017
52,noise_free,Output1,X1,1.3333333333333333,19,rbf,9,3,0.023531425586073282,0.020901648213646744,0.9959684464918028
52,noise_free,Output1,X1,1.3333333333333333,20,rbf,9,3,0.03642962708337167,0.03302814125539063,0.9987493975223396
52,noise_free,Output1,X1,1.3333333333333333,21,cubic,9,3,0.008582855900394246,0.007022119551737038,0.9992553173699116
52,noise_free,Output1,X1,1.3333333333333333,21,rbf,9,3,0.00894353301287156,0.007411253352627008,0.999191414757885
52,noise_free,Output1,X1,1.3333333333333333,22,rbf,9,3,0.09988462599632153,0.09732541602971434,0.8653113301092619
52,noise_free,Output1,X1,1.3333333333333333,23,rbf,9,3,0.03941408710244654,0.02775301274482045,0.9954801834420357
52,noise_free,Output1,X1,1.3333333333333333,24,rbf,9,3,0.0255945791399325,0.02383239309913791,0.997957296453687
52,noise_free,Output1,X1,1.3333333333333333,25,rbf,9,3,0.03649278877289117,0.025052786503938645,0.9978453186010644
52,noise_free,Output1,X1,1.3333333333333333,26,rbf,9,3,0.013391162562821166,0.01222319669964215,0.9992918955223712
52,noise_free,Output1,X1,1.3333333333333333,27,cubic,9,3,0.008816991731670673,0.007217411488271264,0.9996345563793363
52,noise_free,Output1,X1,1.3333333333333333,27,rbf,9,3,0.012777870388220265,0.011393459802378528,0.9992324680282904
52,noise_free,Output1,X1,1.3333333333333333,28,cubic,9,3,0.0010885978463614722,0.0006935834310241399,0.9999961519242662
52,noise_free,Output1,X1,1.3333333333333333,28,rbf,9,3,0.01432599160182151,0.01426233052063545,0.9993335646067409
52,noise_free,Output1,X1,1.3333333333333333,29,rbf,9,3,0.038363328474805,0.03051484373930502,0.9975508899438162
52,noise_free,Output1,X1,1.3333333333333333,30,cubic,9,3,0.01588487395272182,0.009993969634218095,0.9987703652255878
52,noise_free,Output1,X1,1.3333333333333333,30,rbf,9,3,0.013892489101235181,0.012172499801836878,0.999059478516774
52,noise_free,Output1,X1,1.3333333333333333,31,rbf,9,3,0.02990183572632477,0.020439317898919285,0.998293862770808
52,noise_free,Output1,X1,1.3333333333333333,32,rbf,9,3,0.022984306306653494,0.022483199710367458,0.9946596418577902
52,noise_free,Output1,X1,1.3333333333333333,33,rbf,9,3,0.015580707992390704,0.015227165871871081,0.9994821705450577
52,noise_free,Output1,X1,1.3333333333333333,34,cubic,9,3,0.0010438878593815146,0.0006228427499723743,0.9999978113403177
52,noise_free,Output1,X1,1.3333333333333333,34,rbf,9,3,0.015538345610065094,0.015359940268069602,0.9995150688321259
52,noise_free,Output1,X1,1.3333333333333333,35,cubic,9,3,0.016156772038531882,0.00964454871326185,0.9992405012566683
52,noise_free,Output1,X1,1.3333333333333333,35,rbf,9,3,0.01436918135698624,0.014144232560194295,0.9993992664087413
52,noise_free,Output1,X1,1.3333333333333333,36,rbf,9,3,0.05504192020645127,0.045172235552639016,0.97390377926205
52,noise_free,Output1,X1,1.3333333333333333,37,cubic,9,3,0.01588487760078214,0.009993974013627968,0.9987703646608012
52,noise_free,Output1,X1,1.3333333333333333,37,rbf,9,3,0.013892489101236935,0.012172499801837766,0.9990594785167738
52,noise_free,Output1,X1,1.3333333333333333,38,rbf,9,3,0.03714925942862312,0.02650104326260309,0.9969520291164942
52,noise_free,Output1,X1,1.3333333333333333,39,rbf,9,3,0.024752457108989368,0.02410825814367386,0.9980895046246223
52,noise_free,Output1,X1,1.6666666666666665,0,rbf,9,3,0.022984306306648064,0.02248319971036361,0.9946596418577928
52,noise_free,Output1,X1,1.6666666666666665,1,cubic,9,3,0.01636831459775874,0.009525040031820827,0.9995393132608221
52,noise_free,Output1,X1,1.6666666666666665,1,rbf,9,3,0.018929056736425174,0.018500620071898677,0.9993838935859375
52,noise_free,Output1,X1,1.6666666666666665,2,rbf,9,3,0.021406065670458555,0.01968450838322718,0.9966638185890181
52,noise_free,Output1,X1,1.6666666666666665,3,rbf,9,3,0.02399713276478109,0.022444176577338364,0.9968444794968829
52,noise_free,Output1,X1,1.6666666666666665,4,rbf,9,3,0.04017980406841628,0.036450255154461875,0.99842632392414
52,noise_free,Output1,X1,1.6666666666666665,5,rbf,9,3,0.041375596465810155,0.03288785428398958,0.9950191163167784
52,noise_free,Output1,X1,1.6666666666666665,6,rbf,9,3,0.0195466396158399,0.018372700142666492,0.9988700102705673
52,noise_free,Output1,X1,1.6666666666666665,7,rbf,9,3,0.10610468682950232,0.08713244986616786,0.8861909711517391
52,noise_free,Output1,X1,1.6666666666666665,8,rbf,9,3,0.07648948918407945,0.05805165107489311,0.992351805871708
52,noise_free,Output1,X1,1.6666666666666665,9,rbf,9,3,0.03137769465306789,0.024129478518306897,0.9989217613122259
52,noise_free,Output1,X1,1.6666666666666665,10,rbf,9,3,0.017932808030789907,0.017305871676741653,0.9986978070514484
52,noise_free,Output1,X1,1.6666666666666665,11,cubic,9,3,0.042952910683620824,0.041769038067419086,0.975093140761366
52,noise_free,Output1,X1,1.6666666666666665,11,rbf,9,3,0.005408578524495002,0.004590849322550383,0.999605088257649
52,noise_free,Output1,X1,1.6666666666666665,12,cubic,9,3,0.016156775656543283,0.009644532430388875,0.9992405009165168
52,noise_free,Output1,X1,1.6666666666666665,12,rbf,9,3,0.014369181356983902,0.014144232560192075,0.9993992664087415
52,noise_free,Output1,X1,1.6666666666666665,13,rbf,9,3,0.05756065077799572,0.04605416011396368,0.9771359308795549
52,noise_free,Output1,X1,1.6666666666666665,14,rbf,9,3,0.03642962708337286,0.03302814125539196,0.9987493975223396
52,noise_free,Output1,X1,1.6666666666666665,15,rbf,9,3,0.011437899955923264,0.010575701304875432,0.9962080150324524
52,noise_free,Output1,X1,1.6666666666666665,16,rbf,9,3,0.03318044946912078,0.029144141658338302,0.9983242208729518
52,noise_free,Output1,X1,1.6666666666666665,17,rbf,9,3,0.0755954899861971,0.059311786481490714,0.9889707999348185
52,noise_free,Output1,X1,1.6666666666666665,18,rbf,9,3,0.0395082782195376,0.031168230570894906,0.996670426698268
52,noise_free,Output1,X1,1.6666666666666665,19,rbf,9,3,0.02221915908581332,0.01964873760838352,0.9975542154191653
52,noise_free,Output1,X1,1.6666666666666665,20,rbf,9,3,0.06182650138364592,0.061548369172155226,0.9483960303098833
52,noise_free,Output1,X1,1.6666666666666665,21,rbf,9,3,0.02074935396405894,0.016662625486557836,0.9968653784852549
52,noise_free,Output1,X1,1.6666666666666665,22,cubic,9,3,0.021993388295595964,0.017074740145304485,0.9859796678168652
52,noise_free,Output1,X1,1.6666666666666665,22,rbf,9,3,0.009303261422397888,0.007411047884868201,0.9974913246093713
52,noise_free,Output1,X1,1.6666666666666665,23,rbf,9,3,0.015580707992392275,0.015227165871873005,0.9994821705450576
52,noise_free,Output1,X1,1.6666666666666665,24,rbf,9,3,0.03717957048117759,0.030142186680123917,0.9981248936790518
52,noise_free,Output1,X1,1.6666666666666665,25,rbf,9,3,0.018047923707187167,0.017951883246240048,0.9987952708697068
52,noise_free,Output1,X1,1.6666666666666665,26,rbf,9,3,0.023997132764782634,0.022444176577339697,0.9968444794968825
52,noise_free,Output1,X1,1.6666666666666665,27,cubic,9,3,0.016250691028997736,0.010323505977843409,0.99508273876492
52,noise_free,Output1,X1,1.6666666666666665,27,rbf,9,3,0.02553052313095946,0.023834995628545002,0.9878633440045859
52,noise_free,Output1,X1,1.6666666666666665,28,rbf,9,3,0.018047923707186064,0.017951883246238864,0.9987952708697069
52,noise_free,Output1,X1,1.6666666666666665,29,rbf,9,3,0.04497383346940651,0.03989743714448787,0.9978085762855969
52,noise_free,Output1,X1,1.6666666666666665,30,cubic,9,3,0.0001737939010290945,0.0001503697500910839,0.9999999417063424
52,noise_free,Output1,X1,1.6666666666666665,30,rbf,9,3,0.02174510102601692,0.020136817452990858,0.9990874112693965
52,noise_free,Output1,X1,1.6666666666666665,31,cubic,9,3,0.021774677174507425,0.01694724720293032,0.9977711390878333
52,noise_free,Output1,X1,1.6666666666666665,31,rbf,9,3,0.024167698390339803,0.02279899455163085,0.9972543188462989
52,noise_free,Output1,X1,1.6666666666666665,32,rbf,9,3,0.04311485904999097,0.0354276480528218,0.9898225877282356
52,noise_free,Output1,X1,1.6666666666666665,33,rbf,9,3,0.013096207471827848,0.012693063744730301,0.9996689883071996
52,noise_free,Output1,X1,1.6666666666666665,34,rbf,9,3,0.021573177685308215,0.019664767996035632,0.9976927758630454
52,noise_free,Output1,X1,1.6666666666666665,35,rbf,9,3,0.037179570481180736,0.0301421866801254,0.9981248936790514
52,noise_free,Output1,X1,1.6666666666666665,36,rbf,9,3,0.037174972817768104,0.027502368420953143,0.9966372021266816
52,noise_free,Output1,X1,1.6666666666666665,37,rbf,9,3,0.03649278877289551,0.025052786503940567,0.9978453186010638
52,noise_free,Output1,X1,1.6666666666666665,38,cubic,9,3,0.016368305762348562,0.009525036692814423,0.9995393137581677
52,noise_free,Output1,X1,1.6666666666666665,38,rbf,9,3,0.018929056736425025,0.018500620071898677,0.9993838935859375
52,noise_free,Output1,X1,1.6666666666666665,39,rbf,9,3,0.03426741021840283,0.027868863654650838,0.9983422983489503
52,noise_free,Output1,X1,2.0,0,rbf,9,3,0.031241474218291144,0.021291477273668907,0.9972953733646254
52,noise_free,Output1,X1,2.0,1,rbf,9,3,0.010522490679722683,0.008855281954024186,0.9994604326151403
52,noise_free,Output1,X1,2.0,2,rbf,9,3,0.03931006799275979,0.03331301944092976,0.998297964244139
52,noise_free,Output1,X1,2.0,3,rbf,9,3,0.04113554379575245,0.031054039150872608,0.9940730207006688
52,noise_free,Output1,X1,2.0,4,rbf,9,3,0.012088018751573814,0.01022716440092856,0.9987413623623969
52,noise_free,Output1,X1,2.0,5,cubic,9,3,0.01588485305148677,0.00999396689935613,0.9990036150034687
52,noise_free,Output1,X1,2.0,5,rbf,9,3,0.011775204064792221,0.010366241539020807,0.9994524829340027
52,noise_free,Output1,X1,2.0,6,cubic,9,3,0.02315312182756045,0.01905011537337901,0.998719143230244
52,noise_free,Output1,X1,2.0,6,rbf,9,3,0.013492695717801418,0.012183827212771151,0.999565010366695
52,noise_free,Output1,X1,2.0,7,cubic,9,3,0.029293371591299425,0.02839013759352582,0.9950352692032813
52,noise_free,Output1,X1,2.0,7,rbf,9,3,0.01348421412088732,0.013341332083863122,0.9989480181094934
52,noise_free,Output1,X1,2.0,8,rbf,9,3,0.09361494924791287,0.07099814676551815,0.9885436626420098
52,noise_free,Output1,X1,2.0,9,rbf,9,3,0.03229352615943645,0.02707237434248544,0.9986923535985702
52,noise_free,Output1,X1,2.0,10,rbf,9,3,0.022242437681864367,0.02064602316814046,0.9986517939387126
52,noise_free,Output1,X1,2.0,11,rbf,9,3,0.03642962708337109,0.03302814125538974,0.9987493975223397
52,noise_free,Output1,X1,2.0,12,rbf,9,3,0.03883047932235377,0.0326084757561779,0.9983997030745785
52,noise_free,Output1,X1,2.0,13,cubic,9,3,0.001043892513272976,0.0006228233793228455,0.9999977234309971
52,noise_free,Output1,X1,2.0,13,rbf,9,3,0.01490910080666736,0.014690840179215256,0.9995356214458759
52,noise_free,Output1,X1,2.0,14,rbf,9,3,0.03883047932235392,0.032608475756178645,0.9983997030745785
52,noise_free,Output1,X1,2.0,15,rbf,9,3,0.013391162562818765,0.012223196699642003,0.9992918955223714
52,noise_free,Output1,X1,2.0,16,rbf,9,3,0.03843587204306121,0.027255679104305486,0.9972208967333396
52,noise_free,Output1,X1,2.0,17,rbf,9,3,0.019902002054133696,0.0194442834109602,0.9986620602277826
52,noise_free,Output1,X1,2.0,18,rbf,9,3,0.03837675519078822,0.03188189217146231,0.997797197254821
52,noise_free,Output1,X1,2.0,19,cubic,9,3,0.016296509416874796,0.009597735091546747,0.9996397480459432
52,noise_free,Output1,X1,2.0,19,rbf,9,3,0.022522236902606574,0.02196453408793886,0.9993119179857691
52,noise_free,Output1,X1,2.0,20,rbf,9,3,0.123314020643498,0.1090495882808679,0.9120204169522521
52,noise_free,Output1,X1,2.0,21,rbf,9,3,0.041135543795753425,0.03105403915087172,0.9940730207006685
52,noise_free,Output1,X1,2.0,22,rbf,9,3,0.041236794477711336,0.03435024902902395,0.9981270297210089
52,noise_free,Output1,X1,2.0,23,rbf,9,3,0.037179570481177586,0.030142186680123473,0.9981248936790518
52,noise_free,Output1,X1,2.0,24,cubic,9,3,0.00018729315347047832,0.00016451087663356864,0.9999999541436815
52,noise_free,Output1,X1,2.0,24,rbf,9,3,0.020566170761979124,0.019534461724264318,0.9994470800545897
52,noise_free,Output1,X1,2.0,25,rbf,9,3,0.01148279012856177,0.010274922663980076,0.9997187404819985
52,noise_free,Output1,X1,2.0,26,rbf,9,3,0.0276098937768682,0.026643254905034237,0.9974449018181238
52,noise_free,Output1,X1,2.0,27,rbf,9,3,0.10175955698065886,0.07666633430563478,0.9617011852443618
52,noise_free,Output1,X1,2.0,28,rbf,9,3,0.04712531372022126,0.04283265808254081,0.9976429783231442
52,noise_free,Output1,X1,2.0,29,rbf,9,3,0.06182650138364424,0.06154836917215345,0.9483960303098863
52,noise_free,Output1,X1,2.0,30,rbf,9,3,0.035791614897656227,0.03095475242144789,0.9976413638557248
52,noise_free,Output1,X1,2.0,31,rbf,9,3,0.03717957048117761,0.030142186680123473,0.9981248936790518
52,noise_free,Output1,X1,2.0,32,cubic,9,3,0.0006724304199815591,0.0004243496779017993,0.9999984844410773
52,noise_free,Output1,X1,2.0,32,rbf,9,3,0.01390288174318113,0.01380322867092243,0.9993521301363235
52,noise_free,Output1,X1,2.0,33,rbf,9,3,0.07559548998619882,0.0593117864814913,0.988970799934818
52,noise_free,Output1,X1,2.0,34,rbf,9,3,0.0257364085195538,0.024947472865828917,0.9942911000828709
52,noise_free,Output1,X1,2.0,35,cubic,9,3,0.0010885802519656146,0.0006935760534636515,0.9999960280934286
52,noise_free,Output1,X1,2.0,35,rbf,9,3,0.013902881743181212,0.01380322867092243,0.9993521301363235
52,noise_free,Output1,X1,2.0,36,cubic,9,3,0.021774707601713374,0.016947269182082596,0.9952069468440736
52,noise_free,Output1,X1,2.0,36,rbf,9,3,0.012023913096816498,0.010884230726139124,0.9985384985884838
52,noise_free,Output1,X1,2.0,37,rbf,9,3,0.042775440871524274,0.035045682007983636,0.9913986126331331
52,noise_free,Output1,X1,2.0,38,rbf,9,3,0.0207493539640605,0.01666262548655902,0.9968653784852545
52,noise_free,Output1,X1,2.0,39,cubic,9,3,0.016288381843683315,0.009689081157819857,0.9992153315912093
52,noise_free,Output1,X1,2.0,39,rbf,9,3,0.014601682513079254,0.01454502597816365,0.9993694259606681
52,noise_free,Output1,X2,0.5,0,rbf,9,3,0.15859819250713045,0.14172067454887208,0.9904839199378093
52,noise_free,Output1,X2,0.5,1,cubic,9,3,0.06799394597548936,0.06291926876164096,0.9925754802397881
52,noise_free,Output1,X2,0.5,1,rbf,9,3,0.048631300269251,0.047154021155945136,0.9962019590850809
52,noise_free,Output1,X2,0.5,2,rbf,9,3,0.08543701287285302,0.059900877410203925,0.9957010754909653
52,noise_free,Output1,X2,0.5,3,cubic,9,3,0.06799393764971275,0.0629192873516559,0.9949692678819559
52,noise_free,Output1,X2,0.5,3,rbf,9,3,0.06454985762788115,0.054224706555724644,0.9954660013732618
52,noise_free,Output1,X2,0.5,4,rbf,9,3,0.05989447644489244,0.053983139240011004,0.9970561572186468
52,noise_free,Output1,X2,0.5,5,rbf,9,3,0.13084750089568986,0.1066944949303303,0.993836431285885
52,noise_free,Output1,X2,0.5,6,rbf,9,3,0.1407079927941057,0.12067919555135702,0.9762361460002295
52,noise_free,Output1,X2,0.5,7,cubic,9,3,0.06605821051908267,0.06144353917656501,0.9974629462726353
52,noise_free,Output1,X2,0.5,7,rbf,9,3,0.04425164100809843,0.036010498236263754,0.9988614953309669
52,noise_free,Output1,X2,0.5,8,cubic,9,3,0.030054057731694027,0.02933221379333162,0.9964502479877448
52,noise_free,Output1,X2,0.5,8,rbf,9,3,0.05822642245520201,0.04714242322795744,0.9866760806429561
52,noise_free,Output1,X2,0.5,9,rbf,9,3,0.17814699276111712,0.1582236697223219,0.9803977325651589
52,noise_free,Output1,X2,0.5,10,rbf,9,3,0.04525735733243145,0.0377860599093629,0.9975402079729846
52,noise_free,Output1,X2,0.5,11,cubic,9,3,0.04642819630548119,0.04474108071678976,0.9989653083765417
52,noise_free,Output1,X2,0.5,11,rbf,9,3,0.04971267099388445,0.0452229504491947,0.9988137355797833
52,noise_free,Output1,X2,0.5,12,rbf,9,3,0.13838550901669197,0.12292512146708978,0.9948624954428265
52,noise_free,Output1,X2,0.5,13,rbf,9,3,0.1782789855887837,0.15493539282170735,0.9643481056400476
52,noise_free,Output1,X2,0.5,14,rbf,9,3,0.13931013448198346,0.1264262453465955,0.9877212029429516
52,noise_free,Output1,X2,0.5,15,cubic,9,3,0.14098833757814047,0.12450163380215251,0.9620698433224736
52,noise_free,Output1,X2,0.5,15,rbf,9,3,0.06636175959192941,0.06519127594031267,0.9915966192211735
52,noise_free,Output1,X2,0.5,16,rbf,9,3,0.11650645578690716,0.09214622626266333,0.9950874717973258
52,noise_free,Output1,X2,0.5,17,cubic,9,3,0.021403842882386847,0.020883616986295594,0.999721997595347
52,noise_free,Output1,X2,0.5,17,rbf,9,3,0.036378541574106825,0.03143866365284801,0.9991969259141581
52,noise_free,Output1,X2,0.5,18,cubic,9,3,0.028392629600951375,0.028329132051755135,0.9930518724894107
52,noise_free,Output1,X2,0.5,18,rbf,9,3,0.0435468899551628,0.04242897760415495,0.9836555303134883
52,noise_free,Output1,X2,0.5,19,cubic,9,3,0.17776622626355496,0.17090668753926597,0.9143454926927505
52,noise_free,Output1,X2,0.5,19,rbf,9,3,0.15393176849267484,0.14813752746989137,0.9357743906895855
52,noise_free,Output1,X2,0.5,20,cubic,9,3,0.1409882948800454,0.12450159713909074,0.962069866296646
52,noise_free,Output1,X2,0.5,20,rbf,9,3,0.0663617595919287,0.06519127594031149,0.9915966192211737
52,noise_free,Output1,X2,0.5,21,rbf,9,3,0.27949112357674016,0.2057857898304428,0.9481641531785623
52,noise_free,Output1,X2,0.5,22,rbf,9,3,0.12043738048615346,0.10504990591401109,0.8536957274989877
52,noise_free,Output1,X2,0.5,23,rbf,9,3,0.07461546013275586,0.06972683039643919,0.9954685687611431
52,noise_free,Output1,X2,0.5,24,rbf,9,3,0.17387737311057877,0.1424774131377158,0.9916746447859209
52,noise_free,Output1,X2,0.5,25,rbf,9,3,0.11659769007009373,0.078985117523016,0.9869438163101479
52,noise_free,Output1,X2,0.5,26,cubic,9,3,0.16258404480259322,0.14109247060208063,0.9781419853856901
52,noise_free,Output1,X2,0.5,26,rbf,9,3,0.12440570208762015,0.11050340266839302,0.9872021965069773
52,noise_free,Output1,X2,0.5,27,cubic,9,3,0.03560843808558129,0.03435155844968696,0.9983820033749852
52,noise_free,Output1,X2,0.5,27,rbf,9,3,0.0698293367319599,0.06570015465368344,0.993777747991832
52,noise_free,Output1,X2,0.5,28,cubic,9,3,0.028392613512987903,0.028329116877209366,0.9930518803633689
52,noise_free,Output1,X2,0.5,28,rbf,9,3,0.04354688995516392,0.04242897760415554,0.9836555303134874
52,noise_free,Output1,X2,0.5,29,rbf,9,3,0.04370572732253693,0.04025865277008497,0.9971100798030841
52,noise_free,Output1,X2,0.5,30,rbf,9,3,0.1672570932526043,0.12897378980797347,0.981654932112631
52,noise_free,Output1,X2,0.5,31,cubic,9,3,0.15090129472734296,0.14949001152327135,0.9724249080614067
52,noise_free,Output1,X2,0.5,31,rbf,9,3,0.06987033368756924,0.06664903175871044,0.9940882416726123
52,noise_free,Output1,X2,0.5,32,cubic,9,3,0.15090142150208852,0.14949014072926423,0.9724248617287793
52,noise_free,Output1,X2,0.5,32,rbf,9,3,0.06987033368758121,0.06664903175872479,0.9940882416726103
52,noise_free,Output1,X2,0.5,33,cubic,9,3,0.1639013368040223,0.1435523986501881,0.9487394515235258
52,noise_free,Output1,X2,0.5,33,rbf,9,3,0.11957973237268898,0.10144336982194672,0.9727144060797445
52,noise_free,Output1,X2,0.5,34,cubic,9,3,0.06799399309628666,0.06291930369047567,0.9955940335353297
52,noise_free,Output1,X2,0.5,34,rbf,9,3,0.06268985527323354,0.052610036331553665,0.9962546308576369
52,noise_free,Output1,X2,0.5,35,cubic,9,3,0.03098255370364709,0.03064176094336572,0.9991388222909804
52,noise_free,Output1,X2,0.5,35,rbf,9,3,0.04828246403982882,0.04782126060897599,0.9979085994928386
52,noise_free,Output1,X2,0.5,36,rbf,9,3,0.2794911235767268,0.2057857898304268,0.9481641531785673
52,noise_free,Output1,X2,0.5,37,rbf,9,3,0.279491123576721,0.20578578983042503,0.9481641531785694
52,noise_free,Output1,X2,0.5,38,rbf,9,3,0.1661435226761164,0.11471566565587395,0.9884596879234808
52,noise_free,Output1,X2,0.5,39,cubic,9,3,0.16397147751126817,0.14219933144098343,0.977767337034589
52,noise_free,Output1,X2,0.5,39,rbf,9,3,0.08859412739420698,0.08361344190868758,0.9935097005587916
52,noise_free,Output1,X2,0.8333333333333333,0,rbf,9,3,0.14466789611098127,0.11441143720264346,0.9865274714095051
52,noise_free,Output1,X2,0.8333333333333333,1,cubic,9,3,0.04668655510309158,0.04536274148070555,0.998563333184837
52,noise_free,Output1,X2,0.8333333333333333,1,rbf,9,3,0.05734256756546458,0.05073777651795819,0.9978326618715236
52,noise_free,Output1,X2,0.8333333333333333,2,rbf,9,3,0.05052456340079424,0.036566341799042355,0.9838846986408426
52,noise_free,Output1,X2,0.8333333333333333,3,rbf,9,3,0.13305785080023225,0.12517222062495184,0.9442662238515278
52,noise_free,Output1,X2,0.8333333333333333,4,rbf,9,3,0.206059457379844,0.15489042772022246,0.8411214854452508
52,noise_free,Output1,X2,0.8333333333333333,5,cubic,9,3,0.16390142210323475,0.1435524853783421,0.9552965352595484
52,noise_free,Output1,X2,0.8333333333333333,5,rbf,9,3,0.09445233330459687,0.08470681539255202,0.9851542848667831
52,noise_free,Output1,X2,0.8333333333333333,6,rbf,9,3,0.16725709325261084,0.12897378980797303,0.9816549321126296
52,noise_free,Output1,X2,0.8333333333333333,7,cubic,9,3,0.03005394228261285,0.029332105241974826,0.9977324610440836
52,noise_free,Output1,X2,0.8333333333333333,7,rbf,9,3,0.10085056710984071,0.08835817631318459,0.9744666057957164
52,noise_free,Output1,X2,0.8333333333333333,8,rbf,9,3,0.09878263954228889,0.07920251850251454,0.9668987897395367
52,noise_free,Output1,X2,0.8333333333333333,9,rbf,9,3,0.04144219487695171,0.037056956549274066,0.9991314614421505
52,noise_free,Output1,X2,0.8333333333333333,10,rbf,9,3,0.050080860417283816,0.04804892086387428,0.9838030544513828
52,noise_free,Output1,X2,0.8333333333333333,11,rbf,9,3,0.1863657543356565,0.1393926715557973,0.9650882195868355
